ID,Replicate,Bottleneck,timepoint,Total spacers,Zero,One,Two ,Three ,Four,FiveOrMore,Single,Multiple
.4.13,4,1-clone,t5,,,,,,,,,
.4.14,4,1-clone,t5,,,,,,,,,
.4.15,4,1-clone,t5,,,,,,,,,
.4.16,4,1-clone,t5,,,,,,,,,
.4.17,4,1-clone,t5,,,,,,,,,
.4.18,4,1-clone,t5,,,,,,,,,
.4.19,4,1-clone,t5,,,,,,,,,
.4.20,4,1-clone,t5,,,,,,,,,
.4.21,4,1-clone,t5,,,,,,,,,
.4.22,4,1-clone,t5,,,,,,,,,
.4.23,4,1-clone,t5,,,,,,,,,
.4.24,4,1-clone,t5,,,,,,,,,
.5.1,5,1-clone,t5,,,,,,,,,
.5.2,5,1-clone,t5,,,,,,,,,
.5.3,5,1-clone,t5,,,,,,,,,
.5.4,5,1-clone,t5,,,,,,,,,
.5.5,5,1-clone,t5,,,,,,,,,
.5.6,5,1-clone,t5,,,,,,,,,
.5.7,5,1-clone,t5,,,,,,,,,
.5.8,5,1-clone,t5,,,,,,,,,
.5.9,5,1-clone,t5,,,,,,,,,
.5.10,5,1-clone,t5,,,,,,,,,
.5.11,5,1-clone,t5,,,,,,,,,
.5.12,5,1-clone,t5,,,,,,,,,
.5.13,5,1-clone,t5,,,,,,,,,
.5.14,5,1-clone,t5,,,,,,,,,
.5.15,5,1-clone,t5,,,,,,,,,
.5.16,5,1-clone,t5,,,,,,,,,
.5.17,5,1-clone,t5,,,,,,,,,
.5.18,5,1-clone,t5,,,,,,,,,
.5.19,5,1-clone,t5,,,,,,,,,
.5.20,5,1-clone,t5,,,,,,,,,
.5.21,5,1-clone,t5,,,,,,,,,
.5.22,5,1-clone,t5,,,,,,,,,
.5.23,5,1-clone,t5,,,,,,,,,
.5.24,5,1-clone,t5,,,,,,,,,
.6.1,6,1-clone,t5,,,,,,,,,
.6.2,6,1-clone,t5,,,,,,,,,
.6.3,6,1-clone,t5,,,,,,,,,
.6.4,6,1-clone,t5,,,,,,,,,
.6.5,6,1-clone,t5,,,,,,,,,
.6.6,6,1-clone,t5,,,,,,,,,
.6.7,6,1-clone,t5,,,,,,,,,
.6.8,6,1-clone,t5,,,,,,,,,
.6.9,6,1-clone,t5,,,,,,,,,
.6.10,6,1-clone,t5,,,,,,,,,
.6.11,6,1-clone,t5,,,,,,,,,
.6.12,6,1-clone,t5,,,,,,,,,
.6.13,6,1-clone,t5,,,,,,,,,
.6.14,6,1-clone,t5,,,,,,,,,
.6.15,6,1-clone,t5,,,,,,,,,
.6.16,6,1-clone,t5,,,,,,,,,
.6.17,6,1-clone,t5,,,,,,,,,
.6.18,6,1-clone,t5,,,,,,,,,
.6.19,6,1-clone,t5,,,,,,,,,
.6.20,6,1-clone,t5,,,,,,,,,
.6.21,6,1-clone,t5,,,,,,,,,
.6.22,6,1-clone,t5,,,,,,,,,
.6.23,6,1-clone,t5,,,,,,,,,
.6.24,6,1-clone,t5,,,,,,,,,
7.1,7,1-clone,t5,,,,,,,,,
7.2,7,1-clone,t5,,,,,,,,,
7.3,7,1-clone,t5,,,,,,,,,
7.4,7,1-clone,t5,,,,,,,,,
7.5,7,1-clone,t5,,,,,,,,,
7.6,7,1-clone,t5,,,,,,,,,
7.7,7,1-clone,t5,,,,,,,,,
7.8,7,1-clone,t5,,,,,,,,,
7.9,7,1-clone,t5,,,,,,,,,
7.1,7,1-clone,t5,,,,,,,,,
7.11,7,1-clone,t5,,,,,,,,,
7.12,7,1-clone,t5,,,,,,,,,
7.13,7,1-clone,t5,,,,,,,,,
7.14,7,1-clone,t5,,,,,,,,,
7.15,7,1-clone,t5,,,,,,,,,
7.16,7,1-clone,t5,,,,,,,,,
7.17,7,1-clone,t5,,,,,,,,,
7.18,7,1-clone,t5,,,,,,,,,
7.19,7,1-clone,t5,,,,,,,,,
7.2,7,1-clone,t5,,,,,,,,,
7.21,7,1-clone,t5,,,,,,,,,
7.22,7,1-clone,t5,,,,,,,,,
7.23,7,1-clone,t5,,,,,,,,,
7.24,7,1-clone,t5,,,,,,,,,
8.1,8,1-clone,t5,,,,,,,,,
8.2,8,1-clone,t5,,,,,,,,,
8.3,8,1-clone,t5,,,,,,,,,
8.4,8,1-clone,t5,,,,,,,,,
8.5,8,1-clone,t5,,,,,,,,,
8.6,8,1-clone,t5,,,,,,,,,
8.7,8,1-clone,t5,,,,,,,,,
8.8,8,1-clone,t5,,,,,,,,,
8.9,8,1-clone,t5,,,,,,,,,
8.1,8,1-clone,t5,,,,,,,,,
8.11,8,1-clone,t5,,,,,,,,,
8.12,8,1-clone,t5,,,,,,,,,
8.13,8,1-clone,t5,,,,,,,,,
8.14,8,1-clone,t5,,,,,,,,,
8.15,8,1-clone,t5,,,,,,,,,
8.16,8,1-clone,t5,,,,,,,,,
8.17,8,1-clone,t5,,,,,,,,,
8.18,8,1-clone,t5,,,,,,,,,
8.19,8,1-clone,t5,,,,,,,,,
8.2,8,1-clone,t5,,,,,,,,,
8.21,8,1-clone,t5,,,,,,,,,
8.22,8,1-clone,t5,,,,,,,,,
8.23,8,1-clone,t5,,,,,,,,,
8.24,8,1-clone,t5,,,,,,,,,
9.1,9,1-clone,t5,,,,,,,,,
9.2,9,1-clone,t5,,,,,,,,,
9.3,9,1-clone,t5,,,,,,,,,
9.4,9,1-clone,t5,,,,,,,,,
9.5,9,1-clone,t5,,,,,,,,,
9.6,9,1-clone,t5,,,,,,,,,
9.7,9,1-clone,t5,,,,,,,,,
9.8,9,1-clone,t5,,,,,,,,,
9.9,9,1-clone,t5,,,,,,,,,
9.1,9,1-clone,t5,,,,,,,,,
9.11,9,1-clone,t5,,,,,,,,,
9.12,9,1-clone,t5,,,,,,,,,
9.13,9,1-clone,t5,,,,,,,,,
9.14,9,1-clone,t5,,,,,,,,,
9.15,9,1-clone,t5,,,,,,,,,
9.16,9,1-clone,t5,,,,,,,,,
9.17,9,1-clone,t5,,,,,,,,,
9.18,9,1-clone,t5,,,,,,,,,
9.19,9,1-clone,t5,,,,,,,,,
9.2,9,1-clone,t5,,,,,,,,,
9.21,9,1-clone,t5,,,,,,,,,
9.22,9,1-clone,t5,,,,,,,,,
9.23,9,1-clone,t5,,,,,,,,,
9.24,9,1-clone,t5,,,,,,,,,
10.1,10,1-clone,t5,,,,,,,,,
10.2,10,1-clone,t5,,,,,,,,,
10.3,10,1-clone,t5,,,,,,,,,
10.4,10,1-clone,t5,,,,,,,,,
10.5,10,1-clone,t5,,,,,,,,,
10.6,10,1-clone,t5,,,,,,,,,
10.7,10,1-clone,t5,,,,,,,,,
10.8,10,1-clone,t5,,,,,,,,,
10.9,10,1-clone,t5,,,,,,,,,
10.1,10,1-clone,t5,,,,,,,,,
10.11,10,1-clone,t5,,,,,,,,,
10.12,10,1-clone,t5,,,,,,,,,
10.13,10,1-clone,t5,,,,,,,,,
10.14,10,1-clone,t5,,,,,,,,,
10.15,10,1-clone,t5,,,,,,,,,
10.16,10,1-clone,t5,,,,,,,,,
10.17,10,1-clone,t5,,,,,,,,,
10.18,10,1-clone,t5,,,,,,,,,
10.19,10,1-clone,t5,,,,,,,,,
10.2,10,1-clone,t5,,,,,,,,,
10.21,10,1-clone,t5,,,,,,,,,
10.22,10,1-clone,t5,,,,,,,,,
10.23,10,1-clone,t5,,,,,,,,,
10.24,10,1-clone,t5,,,,,,,,,
11.1,11,1-clone,t5,,,,,,,,,
11.2,11,1-clone,t5,,,,,,,,,
11.3,11,1-clone,t5,,,,,,,,,
11.4,11,1-clone,t5,,,,,,,,,
11.5,11,1-clone,t5,,,,,,,,,
11.6,11,1-clone,t5,,,,,,,,,
11.7,11,1-clone,t5,,,,,,,,,
11.8,11,1-clone,t5,,,,,,,,,
11.9,11,1-clone,t5,,,,,,,,,
11.1,11,1-clone,t5,,,,,,,,,
11.11,11,1-clone,t5,,,,,,,,,
11.12,11,1-clone,t5,,,,,,,,,
11.13,11,1-clone,t5,,,,,,,,,
11.14,11,1-clone,t5,,,,,,,,,
11.15,11,1-clone,t5,,,,,,,,,
11.16,11,1-clone,t5,,,,,,,,,
11.17,11,1-clone,t5,,,,,,,,,
11.18,11,1-clone,t5,,,,,,,,,
11.19,11,1-clone,t5,,,,,,,,,
11.2,11,1-clone,t5,,,,,,,,,
11.21,11,1-clone,t5,,,,,,,,,
11.22,11,1-clone,t5,,,,,,,,,
11.23,11,1-clone,t5,,,,,,,,,
11.24,11,1-clone,t5,,,,,,,,,
12.1,12,1-clone,t5,,,,,,,,,
12.2,12,1-clone,t5,,,,,,,,,
12.3,12,1-clone,t5,,,,,,,,,
12.4,12,1-clone,t5,,,,,,,,,
12.5,12,1-clone,t5,,,,,,,,,
12.6,12,1-clone,t5,,,,,,,,,
12.7,12,1-clone,t5,,,,,,,,,
12.8,12,1-clone,t5,,,,,,,,,
12.9,12,1-clone,t5,,,,,,,,,
12.1,12,1-clone,t5,,,,,,,,,
12.11,12,1-clone,t5,,,,,,,,,
12.12,12,1-clone,t5,,,,,,,,,
12.13,12,1-clone,t5,,,,,,,,,
12.14,12,1-clone,t5,,,,,,,,,
12.15,12,1-clone,t5,,,,,,,,,
12.16,12,1-clone,t5,,,,,,,,,
12.17,12,1-clone,t5,,,,,,,,,
12.18,12,1-clone,t5,,,,,,,,,
12.19,12,1-clone,t5,,,,,,,,,
12.2,12,1-clone,t5,,,,,,,,,
12.21,12,1-clone,t5,,,,,,,,,
12.22,12,1-clone,t5,,,,,,,,,
12.23,12,1-clone,t5,,,,,,,,,
12.24,12,1-clone,t5,,,,,,,,,
.1.1,1,5-clone,t5,,,,,,,,,
.1.2,1,5-clone,t5,,,,,,,,,
.1.3,1,5-clone,t5,,,,,,,,,
.1.4,1,5-clone,t5,,,,,,,,,
.1.5,1,5-clone,t5,,,,,,,,,
.1.6,1,5-clone,t5,,,,,,,,,
.1.7,1,5-clone,t5,,,,,,,,,
.1.8,1,5-clone,t5,,,,,,,,,
.1.9,1,5-clone,t5,,,,,,,,,
.1.10,1,5-clone,t5,,,,,,,,,
.1.11,1,5-clone,t5,,,,,,,,,
.1.12,1,5-clone,t5,,,,,,,,,
.1.13,1,5-clone,t5,,,,,,,,,
.1.14,1,5-clone,t5,,,,,,,,,
.1.15,1,5-clone,t5,,,,,,,,,
.1.16,1,5-clone,t5,,,,,,,,,
.1.17,1,5-clone,t5,,,,,,,,,
.1.18,1,5-clone,t5,,,,,,,,,
.1.19,1,5-clone,t5,,,,,,,,,
.1.20,1,5-clone,t5,,,,,,,,,
.1.21,1,5-clone,t5,,,,,,,,,
.1.22,1,5-clone,t5,,,,,,,,,
.1.23,1,5-clone,t5,,,,,,,,,
.1.24,1,5-clone,t5,,,,,,,,,
.2.1,2,5-clone,t5,,,,,,,,,
.2.2,2,5-clone,t5,,,,,,,,,
.2.3,2,5-clone,t5,,,,,,,,,
.2.4,2,5-clone,t5,,,,,,,,,
.2.5,2,5-clone,t5,,,,,,,,,
.2.6,2,5-clone,t5,,,,,,,,,
.2.7,2,5-clone,t5,,,,,,,,,
.2.8,2,5-clone,t5,,,,,,,,,
.2.9,2,5-clone,t5,,,,,,,,,
.2.10,2,5-clone,t5,,,,,,,,,
.2.11,2,5-clone,t5,,,,,,,,,
.2.12,2,5-clone,t5,,,,,,,,,
.2.13,2,5-clone,t5,,,,,,,,,
.2.14,2,5-clone,t5,,,,,,,,,
.2.15,2,5-clone,t5,,,,,,,,,
.2.16,2,5-clone,t5,,,,,,,,,
.2.17,2,5-clone,t5,,,,,,,,,
.2.18,2,5-clone,t5,,,,,,,,,
.2.19,2,5-clone,t5,,,,,,,,,
.2.20,2,5-clone,t5,,,,,,,,,
.2.21,2,5-clone,t5,,,,,,,,,
.2.22,2,5-clone,t5,,,,,,,,,
.2.23,2,5-clone,t5,,,,,,,,,
.2.24,2,5-clone,t5,,,,,,,,,
.3.1,3,5-clone,t5,,,,,,,,,
.3.2,3,5-clone,t5,,,,,,,,,
.3.3,3,5-clone,t5,,,,,,,,,
.3.4,3,5-clone,t5,,,,,,,,,
.3.5,3,5-clone,t5,,,,,,,,,
.3.6,3,5-clone,t5,,,,,,,,,
.3.7,3,5-clone,t5,,,,,,,,,
.3.8,3,5-clone,t5,,,,,,,,,
.3.9,3,5-clone,t5,,,,,,,,,
.3.10,3,5-clone,t5,,,,,,,,,
.3.11,3,5-clone,t5,,,,,,,,,
.3.12,3,5-clone,t5,,,,,,,,,
.3.13,3,5-clone,t5,,,,,,,,,
.3.14,3,5-clone,t5,,,,,,,,,
.3.15,3,5-clone,t5,,,,,,,,,
.3.16,3,5-clone,t5,,,,,,,,,
.3.17,3,5-clone,t5,,,,,,,,,
.3.18,3,5-clone,t5,,,,,,,,,
.3.19,3,5-clone,t5,,,,,,,,,
.3.20,3,5-clone,t5,,,,,,,,,
.3.21,3,5-clone,t5,,,,,,,,,
.3.22,3,5-clone,t5,,,,,,,,,
.3.23,3,5-clone,t5,,,,,,,,,
.3.24,3,5-clone,t5,,,,,,,,,
.4.1,4,5-clone,t5,,,,,,,,,
.4.2,4,5-clone,t5,,,,,,,,,
.4.3,4,5-clone,t5,,,,,,,,,
.4.4,4,5-clone,t5,,,,,,,,,
.4.5,4,5-clone,t5,,,,,,,,,
.4.6,4,5-clone,t5,,,,,,,,,
.4.7,4,5-clone,t5,,,,,,,,,
.4.8,4,5-clone,t5,,,,,,,,,
.4.9,4,5-clone,t5,,,,,,,,,
.4.10,4,5-clone,t5,,,,,,,,,
.4.11,4,5-clone,t5,,,,,,,,,
.4.12,4,5-clone,t5,,,,,,,,,
.4.13,4,5-clone,t5,,,,,,,,,
.4.14,4,5-clone,t5,,,,,,,,,
.4.15,4,5-clone,t5,,,,,,,,,
.4.16,4,5-clone,t5,,,,,,,,,
.4.17,4,5-clone,t5,,,,,,,,,
.4.18,4,5-clone,t5,,,,,,,,,
.4.19,4,5-clone,t5,,,,,,,,,
.4.20,4,5-clone,t5,,,,,,,,,
.4.21,4,5-clone,t5,,,,,,,,,
.4.22,4,5-clone,t5,,,,,,,,,
.4.23,4,5-clone,t5,,,,,,,,,
.4.24,4,5-clone,t5,,,,,,,,,
.5.1,5,5-clone,t5,,,,,,,,,
.5.2,5,5-clone,t5,,,,,,,,,
.5.3,5,5-clone,t5,,,,,,,,,
.5.4,5,5-clone,t5,,,,,,,,,
.5.5,5,5-clone,t5,,,,,,,,,
.5.6,5,5-clone,t5,,,,,,,,,
.5.7,5,5-clone,t5,,,,,,,,,
.5.8,5,5-clone,t5,,,,,,,,,
.5.9,5,5-clone,t5,,,,,,,,,
.5.10,5,5-clone,t5,,,,,,,,,
.5.11,5,5-clone,t5,,,,,,,,,
.5.12,5,5-clone,t5,,,,,,,,,
.5.13,5,5-clone,t5,,,,,,,,,
.5.14,5,5-clone,t5,,,,,,,,,
.5.15,5,5-clone,t5,,,,,,,,,
.5.16,5,5-clone,t5,,,,,,,,,
.5.17,5,5-clone,t5,,,,,,,,,
.5.18,5,5-clone,t5,,,,,,,,,
.5.19,5,5-clone,t5,,,,,,,,,
.5.20,5,5-clone,t5,,,,,,,,,
.5.21,5,5-clone,t5,,,,,,,,,
.5.22,5,5-clone,t5,,,,,,,,,
.5.23,5,5-clone,t5,,,,,,,,,
.5.24,5,5-clone,t5,,,,,,,,,
.6.1,6,5-clone,t5,,,,,,,,,
.6.2,6,5-clone,t5,,,,,,,,,
.6.3,6,5-clone,t5,,,,,,,,,
.6.4,6,5-clone,t5,,,,,,,,,
.6.5,6,5-clone,t5,,,,,,,,,
.6.6,6,5-clone,t5,,,,,,,,,
.6.7,6,5-clone,t5,,,,,,,,,
.6.8,6,5-clone,t5,,,,,,,,,
.6.9,6,5-clone,t5,,,,,,,,,
.6.10,6,5-clone,t5,,,,,,,,,
.6.11,6,5-clone,t5,,,,,,,,,
.6.12,6,5-clone,t5,,,,,,,,,
.6.13,6,5-clone,t5,,,,,,,,,
.6.14,6,5-clone,t5,,,,,,,,,
.6.15,6,5-clone,t5,,,,,,,,,
.6.16,6,5-clone,t5,,,,,,,,,
.6.17,6,5-clone,t5,,,,,,,,,
.6.18,6,5-clone,t5,,,,,,,,,
.6.19,6,5-clone,t5,,,,,,,,,
.6.20,6,5-clone,t5,,,,,,,,,
.6.21,6,5-clone,t5,,,,,,,,,
.6.22,6,5-clone,t5,,,,,,,,,
.6.23,6,5-clone,t5,,,,,,,,,
.6.24,6,5-clone,t5,,,,,,,,,
7.1,7,5-clone,t5,,,,,,,,,
7.2,7,5-clone,t5,,,,,,,,,
7.3,7,5-clone,t5,,,,,,,,,
7.4,7,5-clone,t5,,,,,,,,,
7.5,7,5-clone,t5,,,,,,,,,
7.6,7,5-clone,t5,,,,,,,,,
7.7,7,5-clone,t5,,,,,,,,,
7.8,7,5-clone,t5,,,,,,,,,
7.9,7,5-clone,t5,,,,,,,,,
7.1,7,5-clone,t5,,,,,,,,,
7.11,7,5-clone,t5,,,,,,,,,
7.12,7,5-clone,t5,,,,,,,,,
7.13,7,5-clone,t5,,,,,,,,,
7.14,7,5-clone,t5,,,,,,,,,
7.15,7,5-clone,t5,,,,,,,,,
7.16,7,5-clone,t5,,,,,,,,,
7.17,7,5-clone,t5,,,,,,,,,
7.18,7,5-clone,t5,,,,,,,,,
7.19,7,5-clone,t5,,,,,,,,,
7.2,7,5-clone,t5,,,,,,,,,
7.21,7,5-clone,t5,,,,,,,,,
7.22,7,5-clone,t5,,,,,,,,,
7.23,7,5-clone,t5,,,,,,,,,
7.24,7,5-clone,t5,,,,,,,,,
8.1,8,5-clone,t5,,,,,,,,,
8.2,8,5-clone,t5,,,,,,,,,
8.3,8,5-clone,t5,,,,,,,,,
8.4,8,5-clone,t5,,,,,,,,,
8.5,8,5-clone,t5,,,,,,,,,
8.6,8,5-clone,t5,,,,,,,,,
8.7,8,5-clone,t5,,,,,,,,,
8.8,8,5-clone,t5,,,,,,,,,
8.9,8,5-clone,t5,,,,,,,,,
8.1,8,5-clone,t5,,,,,,,,,
8.11,8,5-clone,t5,,,,,,,,,
8.12,8,5-clone,t5,,,,,,,,,
8.13,8,5-clone,t5,,,,,,,,,
8.14,8,5-clone,t5,,,,,,,,,
8.15,8,5-clone,t5,,,,,,,,,
8.16,8,5-clone,t5,,,,,,,,,
8.17,8,5-clone,t5,,,,,,,,,
8.18,8,5-clone,t5,,,,,,,,,
8.19,8,5-clone,t5,,,,,,,,,
8.2,8,5-clone,t5,,,,,,,,,
8.21,8,5-clone,t5,,,,,,,,,
8.22,8,5-clone,t5,,,,,,,,,
8.23,8,5-clone,t5,,,,,,,,,
8.24,8,5-clone,t5,,,,,,,,,
9.1,9,5-clone,t5,,,,,,,,,
9.2,9,5-clone,t5,,,,,,,,,
9.3,9,5-clone,t5,,,,,,,,,
9.4,9,5-clone,t5,,,,,,,,,
9.5,9,5-clone,t5,,,,,,,,,
9.6,9,5-clone,t5,,,,,,,,,
9.7,9,5-clone,t5,,,,,,,,,
9.8,9,5-clone,t5,,,,,,,,,
9.9,9,5-clone,t5,,,,,,,,,
9.1,9,5-clone,t5,,,,,,,,,
9.11,9,5-clone,t5,,,,,,,,,
9.12,9,5-clone,t5,,,,,,,,,
9.13,9,5-clone,t5,,,,,,,,,
9.14,9,5-clone,t5,,,,,,,,,
9.15,9,5-clone,t5,,,,,,,,,
9.16,9,5-clone,t5,,,,,,,,,
9.17,9,5-clone,t5,,,,,,,,,
9.18,9,5-clone,t5,,,,,,,,,
9.19,9,5-clone,t5,,,,,,,,,
9.2,9,5-clone,t5,,,,,,,,,
9.21,9,5-clone,t5,,,,,,,,,
9.22,9,5-clone,t5,,,,,,,,,
9.23,9,5-clone,t5,,,,,,,,,
9.24,9,5-clone,t5,,,,,,,,,
10.1,10,5-clone,t5,,,,,,,,,
10.2,10,5-clone,t5,,,,,,,,,
10.3,10,5-clone,t5,,,,,,,,,
10.4,10,5-clone,t5,,,,,,,,,
10.5,10,5-clone,t5,,,,,,,,,
10.6,10,5-clone,t5,,,,,,,,,
10.7,10,5-clone,t5,,,,,,,,,
10.8,10,5-clone,t5,,,,,,,,,
10.9,10,5-clone,t5,,,,,,,,,
10.1,10,5-clone,t5,,,,,,,,,
10.11,10,5-clone,t5,,,,,,,,,
10.12,10,5-clone,t5,,,,,,,,,
10.13,10,5-clone,t5,,,,,,,,,
10.14,10,5-clone,t5,,,,,,,,,
10.15,10,5-clone,t5,,,,,,,,,
10.16,10,5-clone,t5,,,,,,,,,
10.17,10,5-clone,t5,,,,,,,,,
10.18,10,5-clone,t5,,,,,,,,,
10.19,10,5-clone,t5,,,,,,,,,
10.2,10,5-clone,t5,,,,,,,,,
10.21,10,5-clone,t5,,,,,,,,,
10.22,10,5-clone,t5,,,,,,,,,
10.23,10,5-clone,t5,,,,,,,,,
10.24,10,5-clone,t5,,,,,,,,,
11.1,11,5-clone,t5,,,,,,,,,
11.2,11,5-clone,t5,,,,,,,,,
11.3,11,5-clone,t5,,,,,,,,,
11.4,11,5-clone,t5,,,,,,,,,
11.5,11,5-clone,t5,,,,,,,,,
11.6,11,5-clone,t5,,,,,,,,,
11.7,11,5-clone,t5,,,,,,,,,
11.8,11,5-clone,t5,,,,,,,,,
11.9,11,5-clone,t5,,,,,,,,,
11.1,11,5-clone,t5,,,,,,,,,
11.11,11,5-clone,t5,,,,,,,,,
11.12,11,5-clone,t5,,,,,,,,,
11.13,11,5-clone,t5,,,,,,,,,
11.14,11,5-clone,t5,,,,,,,,,
11.15,11,5-clone,t5,,,,,,,,,
11.16,11,5-clone,t5,,,,,,,,,
11.17,11,5-clone,t5,,,,,,,,,
11.18,11,5-clone,t5,,,,,,,,,
11.19,11,5-clone,t5,,,,,,,,,
11.2,11,5-clone,t5,,,,,,,,,
11.21,11,5-clone,t5,,,,,,,,,
11.22,11,5-clone,t5,,,,,,,,,
11.23,11,5-clone,t5,,,,,,,,,
11.24,11,5-clone,t5,,,,,,,,,
12.1,12,5-clone,t5,,,,,,,,,
12.2,12,5-clone,t5,,,,,,,,,
12.3,12,5-clone,t5,,,,,,,,,
12.4,12,5-clone,t5,,,,,,,,,
12.5,12,5-clone,t5,,,,,,,,,
12.6,12,5-clone,t5,,,,,,,,,
12.7,12,5-clone,t5,,,,,,,,,
12.8,12,5-clone,t5,,,,,,,,,
12.9,12,5-clone,t5,,,,,,,,,
12.1,12,5-clone,t5,,,,,,,,,
12.11,12,5-clone,t5,,,,,,,,,
12.12,12,5-clone,t5,,,,,,,,,
12.13,12,5-clone,t5,,,,,,,,,
12.14,12,5-clone,t5,,,,,,,,,
12.15,12,5-clone,t5,,,,,,,,,
12.16,12,5-clone,t5,,,,,,,,,
12.17,12,5-clone,t5,,,,,,,,,
12.18,12,5-clone,t5,,,,,,,,,
12.19,12,5-clone,t5,,,,,,,,,
12.2,12,5-clone,t5,,,,,,,,,
12.21,12,5-clone,t5,,,,,,,,,
12.22,12,5-clone,t5,,,,,,,,,
12.23,12,5-clone,t5,,,,,,,,,
12.24,12,5-clone,t5,,,,,,,,,
